district,year,institute_id,institute_name,program,gender,enrolled
Bhuvaneshwar,2016,108109b5-4757-4291-b3ab-bd8bb2f2feb7,Kalinga Vocational College,Electrician,Male,1691
Cuttack,2024,f17dc180-e17a-4fd9-8b33-894c55c94df7,Barabati ITI,Electrician,Female,NaN
Bhubaneswar,2016,9fff8f80-2e01-42a2-8189-18c699a28e9a,Jagannath Vocational College,Electrician,Other,1106
Cuttackh,2021,bd561a8e-9f23-4324-8cf2-4f5aaed55726,Barabati Skills Center,Mechanic,Other,194
Sambhalpur,2019,4333fe5a-ec68-48bc-8ca3-71413ae8d359,Odisha Technical Institute,Electrician,Other,1278
Cuttackh,2019,71880139-a223-42ec-b87a-e2d2b4ce93c1,Odisha Vocational College,Data Entry,Male,1622
Cuttackh,2021,3e10a57c-16a9-46ed-acb8-fa646acaefa5,Odisha ITI,Electrician,Male,298
Purry,2024,2b9eebab-64d7-4967-aae0-3e1dc5335386,Jagannath Skills Center,Electrician,Other,NaN
Sambalpur,2020,0654df2a-a487-4de9-aa8b-6d7388a66f33,Bhubaneshwar ITI,Data Entry,Other,33
Rurkela,2021,1514b88a-cf8e-4af3-89f3-5c9d8308450e,Jagannath Technical Institute,Welder,Male,--
Cuttack,2021,aca41c10-2319-46a8-bc2b-edfc23ecb390,Cuttack Vocational College,Fitter,Male,NaN
Rurkela,2015,11187b88-8519-4182-add8-cccca29bc628,Cuttack Technical Institute,Welder,Other,NaN
Rourkela,2023,dd7edcf9-fbf0-4c30-9a61-73ed594a4f2e,Jagannath Technical Institute,Data Entry,Male,--
Puri,2024,c7a19d75-4d97-4351-9273-bdddc2d30238,Konark Training Institute,Data Entry,Female,NaN
Rurkela,2024,fb3c8d94-b289-4d6f-a4e5-ab2a75781b4d,Cuttack Vocational College,Fitter,Other,568
Cuttack,2023,d8c828ac-753f-4434-84e3-f86241a5b2f0,Nilachal Technical Institute,Data Entry,Female,--
Cuttack,2018,e94eed3f-58f4-4e90-9f2f-438b00f57d76,Bhubaneshwar Training Institute,Electrician,Other,NaN
Sambhalpur,2018,fe568d34-12da-4c46-b864-cb10b7c23f92,Cuttack Training Institute,Welder,Other,NaN
Rourkela,2018,1699517f-ff74-4b09-9cf8-5347d4057d22,Barabati Training Institute,Welder,Other,1218
Sambhalpur,2024,ae4e31cf-594e-4567-babf-14cd094d4ebd,Kalinga Skills Center,Welder,Female,--
Purry,2018,aca1c130-364b-479f-b266-92f68c6931d9,Bhubaneshwar Vocational College,Electrician,Female,--
Bhuvaneshwar,2021,022456cb-3e98-40fb-bdde-dcbfc79e0484,Cuttack Vocational College,Data Entry,Female,--
Sambhalpur,2021,7f48266c-6ec2-4d01-9ce5-3da9dcad357e,Nilachal Training Institute,Mechanic,Other,135
Bhuvaneshwar,2023,72a7410e-9acb-4437-b3ea-e5b5ee0bde13,Bhubaneshwar Training Institute,Electrician,Other,--
Cuttackh,2023,fa8e2dec-4a4b-470c-80fb-89ee9e6557d0,Jagannath Skills Center,Fitter,Female,--
Sambhalpur,2016,95a3ba61-8ec5-45cb-983b-ee9b23b6ce8c,Odisha ITI,Welder,Male,166
Bhubaneswar,2024,4ef4ec7e-bf3b-41fb-9ff2-5e0dfcc8919e,Chilika Training Institute,Mechanic,Other,1561
Rurkela,2024,9b3d4cfa-6c14-413e-aad1-f17923d2819c,Utkal Vocational College,Fitter,Female,--
Sambalpur,2019,687f4357-ffaa-4f7b-b970-5db63b97810d,Cuttack Vocational College,Welder,Other,NaN
Rurkela,2023,a5cba86d-5b21-4412-9d0f-46d4bbc326e5,Utkal Training Institute,Mechanic,Female,183
Rourkela,2017,1a95a394-ba7d-4996-81e9-6e0e075e3b87,Kalinga Vocational College,Data Entry,Female,NaN
Bhuvaneshwar,2022,6d591967-7c5e-40a2-8ff2-87e167d135ce,Nilachal Skills Center,Electrician,Other,NaN
Cuttackh,2016,1929c52f-dde4-45a0-b0a9-065c7a9b9038,Konark ITI,Welder,Other,NaN
Rurkela,2023,65ebbf76-7a8d-45b4-bec8-05c282538874,Bhubaneshwar Technical Institute,Mechanic,Male,--
Purry,2023,a87fedee-2011-42af-a5df-8633dea6d2a8,Bhubaneshwar ITI,Fitter,Other,235
Bhubaneswar,2023,f54bfabb-cf7c-4ca0-8aed-ea8a87e0913b,Jagannath Technical Institute,Electrician,Male,NaN
Sambhalpur,2016,3c76c902-ed45-4fa3-a8bf-2bda377c88a0,Odisha Skills Center,Fitter,Female,215
Sambalpur,2021,e7f3072a-86a5-4dc3-8b74-89366eb48828,Bhubaneshwar Vocational College,Welder,Female,NaN
Sambhalpur,2023,064a88a6-5b87-4aa9-aab1-5294aa306b9d,Cuttack ITI,Welder,Female,NaN
Cuttackh,2017,6581d3d3-a79d-40a8-ba8c-b85a1678daa2,Nilachal Vocational College,Mechanic,Male,NaN
Cuttackh,2015,a3cf31f8-c845-49ef-86a3-cbf1e10c8e36,Jagannath Technical Institute,Mechanic,Female,2604
Bhuvaneshwar,2020,66c9e45f-eca0-41c6-b5bb-5dd72955c593,Kalinga Vocational College,Fitter,Other,--
Cuttack,2022,2f1f9181-28ae-4c66-9795-795d2c017a94,Nilachal Technical Institute,Data Entry,Other,--
Rurkela,2019,71a05d6c-6f5a-4ff3-aea8-4a386cd44902,Odisha Skills Center,Fitter,Male,274
Rourkela,2015,83cf176e-b0ed-42f5-94af-795e83c4e6f4,Nilachal Skills Center,Electrician,Other,2915
Bhuvaneshwar,2021,b012c7e6-b301-41e0-91e3-644d02dd8c6b,Cuttack Skills Center,Fitter,Female,--
Bhuvaneshwar,2021,65a72b5f-a4c1-4f91-b292-645931d8ec57,Chilika Training Institute,Mechanic,Female,1711
Bhuvaneshwar,2019,fd508f47-652a-476a-b319-23cb15eb89a8,Nilachal Skills Center,Fitter,Male,37
Purry,2020,2ff05b76-2b44-4d12-932a-547fd1286916,Chilika Skills Center,Data Entry,Other,--
Cuttackh,2022,9a2b8246-a40d-480d-aab1-e0a98ce04298,Konark Training Institute,Electrician,Male,--
Sambhalpur,2017,89abaadc-b6d0-40ef-a459-8034ad0ce9fa,Jagannath Skills Center,Electrician,Male,93
Purry,2016,76bb914e-002c-4953-9bf4-47c3f7ab3171,Utkal Training Institute,Data Entry,Other,NaN
Rourkela,2019,3de90fd9-956f-469b-94ae-02444a9b69e3,Odisha Training Institute,Electrician,Other,NaN
Purry,2018,8913f2f0-90cb-4309-9167-dd70cef4d789,Odisha ITI,Fitter,Female,--
Rurkela,2021,5765e2bb-52ce-42e8-a2b5-4f371b2e1e89,Cuttack ITI,Mechanic,Other,266
Bhuvaneshwar,2015,77009e43-7af3-4f44-ba03-d8a09f5b4ced,Barabati Skills Center,Mechanic,Other,2180
Cuttackh,2020,f97ae55a-529d-4531-af0f-c08b26fcbc1d,Konark ITI,Electrician,Female,NaN
Bhubaneswar,2018,61539a40-7efa-48a5-9600-8c5a9a6f5a60,Nilachal ITI,Electrician,Other,NaN
Rurkela,2017,d6aecadf-8c8e-4021-8662-4e644bdff0e0,Odisha Training Institute,Welder,Other,NaN
Cuttack,2018,5e8e36b5-8e9a-4a6a-a981-ad2e301e35cb,Jagannath Training Institute,Fitter,Female,NaN
Purry,2019,064e97f5-883e-44a9-bdf7-1fc7f5a7d23e,Bhubaneshwar Training Institute,Welder,Male,--
Cuttackh,2020,128b6ad3-ec9d-4658-8781-eccd512caa25,Konark ITI,Data Entry,Other,139
Purry,2016,ef609bc6-f0f1-4a53-b5e8-bbd4eb1feef5,Konark ITI,Welder,Female,130
Bhuvaneshwar,2017,70d95dd6-c5f0-4fb3-9ff2-ca834a78ffe0,Odisha ITI,Mechanic,Other,872
Bhubaneswar,2021,c7dc824e-f27d-4e92-a456-49271bff0bcd,Odisha Training Institute,Welder,Male,264
Cuttackh,2020,8d2ae9c0-7b9b-4abf-9464-b1356335450d,Barabati Skills Center,Fitter,Other,2154
Rourkela,2017,11e99ec4-9258-4fd6-b03f-a2a5952ca2d1,Konark ITI,Electrician,Other,NaN
Cuttack,2017,971965f5-239a-4d42-92ad-d2a6f411d9d1,Konark Vocational College,Fitter,Female,1808
Bhubaneswar,2020,5a3c1a65-dceb-4f94-b2f1-feb0f50f64a5,Chilika Technical Institute,Mechanic,Other,2173
Sambalpur,2019,cd2aac5b-59d5-41bd-a57f-d330de0e1824,Bhubaneshwar Training Institute,Fitter,Male,NaN
Bhuvaneshwar,2021,70ffab22-886a-4dcb-88cd-565c17c29048,Bhubaneshwar Vocational College,Fitter,Female,58
Purry,2017,d76d6de7-1d38-4bc5-a5f6-25dd148d26db,Utkal Vocational College,Electrician,Female,190
Rurkela,2021,6db42d26-868c-4cdd-8ef1-53c8fa1c6272,Cuttack Skills Center,Fitter,Other,41
Sambalpur,2019,a6c7efe0-df7f-4207-8e5b-6b910a14a9f1,Cuttack Skills Center,Mechanic,Female,NaN
Purry,2022,011deb99-0b28-42a5-861c-33975c6e7e01,Cuttack Skills Center,Welder,Other,--
Sambhalpur,2016,430b3d76-2f02-4f5d-9a7c-f2c0b7e90497,Odisha Vocational College,Fitter,Other,253
Sambalpur,2020,a37b16b0-b439-4cc8-9828-5c33450fa0b1,Barabati Skills Center,Data Entry,Female,2940
Bhuvaneshwar,2015,727c1301-f2a9-40fe-85d9-b1ba2e528b8b,Kalinga Vocational College,Mechanic,Male,NaN
Purry,2018,7dc437dd-e395-45ea-95d4-4c348fa95ec3,Bhubaneshwar Training Institute,Mechanic,Other,224
Sambalpur,2016,fe0f1bc9-768a-4eb7-a3b3-207c597e2005,Cuttack Training Institute,Fitter,Male,--
Puri,2022,a47ed76e-3ba0-49a6-a05f-a3ef0cbf00ca,Cuttack Skills Center,Data Entry,Male,--
Sambalpur,2022,96f35771-242b-47bf-8621-068e0443d9a8,Konark Vocational College,Electrician,Female,65
Cuttack,2018,1a07657b-1f9d-4e74-849c-d1603238a708,Nilachal ITI,Fitter,Female,284
Cuttack,2021,57036290-2661-4449-a08f-6d7bbb287a6d,Nilachal Technical Institute,Welder,Other,1195
Bhuvaneshwar,2019,a4cc89db-1055-463c-8360-99c9a234ed21,Kalinga Technical Institute,Data Entry,Female,1783
Purry,2020,a024f779-d5ea-4e9a-a434-6e3181d645b4,Odisha Skills Center,Electrician,Female,202
Puri,2019,2bc11bf7-4675-4f60-be4f-f60d093fbebc,Chilika ITI,Welder,Male,--
Rourkela,2017,05e08ea8-f812-4394-8115-90b79255bb41,Utkal Training Institute,Data Entry,Other,569
Purry,2019,99c93a43-a4a4-48f5-a95c-7f2566c8b707,Cuttack Skills Center,Data Entry,Other,NaN
Rourkela,2017,2e6060c3-fed6-43b6-a634-41845839a477,Cuttack Technical Institute,Electrician,Male,NaN
Rurkela,2018,30647094-d9d9-4610-ba20-bb07297c2bb1,Cuttack Skills Center,Data Entry,Other,2330
Purry,2022,d2228ef8-35f8-46e8-9acf-760b68778ecb,Jagannath Technical Institute,Fitter,Female,--
Sambhalpur,2019,04036d53-8f90-4934-a24d-084d1e7b1fdd,Jagannath Skills Center,Data Entry,Other,NaN
Rurkela,2022,0ab68866-e2ed-4013-ab0b-c27a626ac6c9,Cuttack Training Institute,Mechanic,Male,11
Sambhalpur,2019,7f9c0bc1-f3c5-4e77-884f-3c33037dea9d,Kalinga Training Institute,Data Entry,Other,2647
Cuttackh,2018,f0bf6023-0512-4656-b210-9614a3917bc8,Kalinga Training Institute,Fitter,Female,1696
Sambalpur,2018,c9164a3b-42fd-48fb-8ff8-8b6322d78c4f,Utkal Skills Center,Welder,Other,2086
Bhubaneswar,2017,a6b595be-6288-45b8-a79a-52b22c3a11e7,Nilachal Vocational College,Data Entry,Male,222
Rourkela,2023,4272adf3-238e-4ae4-ac68-d3d8b5e8f105,Utkal Skills Center,Data Entry,Male,159
Cuttackh,2024,7383f5ed-92ff-4ec1-8e0f-e7afb3a5d2cb,Utkal Skills Center,Welder,Other,--
Cuttack,2021,f1f8049a-7835-4883-bd3d-64725d0d072e,Nilachal Skills Center,Electrician,Other,14
Puri,2017,49ccbdfb-a293-4d60-bc1a-591fcae829a6,Kalinga Training Institute,Data Entry,Other,NaN
Cuttackh,2018,cf18d1b9-b281-48f0-865e-b4e1fe801c84,Kalinga Technical Institute,Electrician,Male,270
Purry,2021,c82a3eb4-e256-40f9-beac-66c1539e2025,Bhubaneshwar Training Institute,Mechanic,Other,NaN
Sambalpur,2016,a45a2d29-ce87-4c55-978e-bbc2b0bcb6e5,Chilika Technical Institute,Fitter,Male,2221
Bhuvaneshwar,2020,641a6d82-4e19-4e19-86ef-5599c33c62ee,Barabati Skills Center,Data Entry,Male,--
Sambhalpur,2024,98f9ca92-f606-4220-a9d0-ff78f22f7c79,Chilika Training Institute,Mechanic,Other,1725
Purry,2024,ada45eb2-6873-414f-a6bb-097f5e1313b7,Jagannath Training Institute,Electrician,Other,184
Rourkela,2022,41765a5e-7efc-457f-a887-7987c6e7b054,Chilika ITI,Data Entry,Other,2740
Rurkela,2018,8af1ac83-6163-4267-b869-95ca0cb91e87,Cuttack Skills Center,Electrician,Male,--
Sambhalpur,2017,3551bf83-c9fa-49b7-be31-c35fe7394d6e,Cuttack Training Institute,Welder,Other,138
Cuttack,2019,40ce922c-4dce-488d-a55c-67bd5ca4a098,Barabati Training Institute,Welder,Female,2809
Purry,2015,411f6fa2-3807-4a06-9f67-ce49f09314cb,Odisha Training Institute,Electrician,Other,15
Cuttack,2023,47db2124-10ca-4429-b97c-5829548ef512,Kalinga Training Institute,Electrician,Female,NaN
Rurkela,2019,e575741f-6ddb-4278-a7c2-d086617d3cd9,Cuttack Training Institute,Fitter,Male,278
Bhubaneswar,2022,a9a4163e-8955-4389-b9a5-99f38c897fe4,Utkal ITI,Mechanic,Male,NaN
Sambalpur,2024,ed6f3a74-5a9b-49dc-ab38-a504d29ddc56,Cuttack Vocational College,Electrician,Female,2929
Cuttack,2024,aa8fd309-32d9-4235-839c-ee9fdfbe5c01,Cuttack ITI,Fitter,Other,102
Sambalpur,2017,81b58d76-4485-4362-9f61-766abf5eabf2,Barabati ITI,Welder,Male,NaN
Sambhalpur,2017,8fc2ae2d-4bf2-4c01-895b-44d832c3bb98,Nilachal Vocational College,Mechanic,Other,136
Bhuvaneshwar,2016,a94e4372-3a88-45a8-9b2c-9f5bbdcd00a9,Jagannath Vocational College,Mechanic,Female,63
Cuttackh,2022,a7a873e5-5a69-47ad-ad44-ab9df095562e,Chilika Technical Institute,Fitter,Male,NaN
Rourkela,2021,a146704d-6dd0-4a83-b1d7-db6d8c0a5448,Jagannath Technical Institute,Data Entry,Other,2314
Cuttack,2017,d50624d6-6a9f-4613-9acc-0bfc28f724f6,Odisha Technical Institute,Mechanic,Other,NaN
Sambhalpur,2023,fa87fb09-6f26-424b-b740-eaf17e991651,Chilika ITI,Welder,Male,2490
Sambhalpur,2024,848076ab-4cba-46ed-9472-62cf64425305,Jagannath Skills Center,Electrician,Other,--
Cuttack,2023,07801bde-277d-4af9-bd86-c367502d3593,Cuttack Training Institute,Welder,Female,--
Sambhalpur,2016,75f1f413-cfb8-4cef-a9ba-1163dc554e9c,Jagannath Vocational College,Data Entry,Female,1280
Purry,2016,78936d2d-8647-43c7-9d6b-4e017906f2b8,Bhubaneshwar Training Institute,Electrician,Other,NaN
Cuttack,2015,e6adf948-8205-4ed3-ac9f-b045012bdad5,Barabati Skills Center,Electrician,Female,1247
Purry,2018,28b8afe2-3e63-4507-8a6d-21579be400f8,Kalinga Skills Center,Fitter,Female,NaN
Cuttackh,2019,6894520a-a683-45d8-a242-2489c5ec796d,Nilachal Vocational College,Data Entry,Female,NaN
Bhubaneswar,2016,8f940a73-9c2e-4760-8dde-dd24c57dfa49,Cuttack ITI,Electrician,Female,258
Rurkela,2020,a61995de-d441-41d4-a829-c2ae37ebe27f,Barabati Training Institute,Mechanic,Female,NaN
Cuttackh,2024,df0b6363-3e6d-48ce-8cff-00d740776c4a,Kalinga Vocational College,Electrician,Female,53
Rourkela,2021,ff2f6383-6e3d-4887-ba92-a64af9b39a02,Odisha ITI,Welder,Female,--
Cuttack,2018,ddd44b03-5653-41b3-b0c5-2fa898d91e8f,Chilika Vocational College,Welder,Female,NaN
Rourkela,2021,061664a3-5b24-4a29-881b-c596891b3e6a,Odisha Training Institute,Electrician,Female,NaN
Bhubaneswar,2022,4e3be7b2-ca5a-4416-b95b-fa5cc35e62d8,Bhubaneshwar ITI,Data Entry,Other,222
Cuttack,2018,5c762bd6-0f40-4393-8cb9-c92d51b2530e,Odisha Skills Center,Fitter,Other,NaN
Puri,2015,988ba37a-0829-4bfd-b881-d322fe994342,Kalinga Vocational College,Electrician,Female,1100
Bhuvaneshwar,2015,66a0ed04-44e6-4aaa-8831-eab32cc42de6,Konark ITI,Electrician,Male,--
Bhubaneswar,2021,d29e8c00-bb99-4a58-aa49-8fca76a6b248,Chilika Vocational College,Fitter,Male,NaN
Sambalpur,2016,32736c91-7537-4e4f-8d17-4a200218c6a9,Bhubaneshwar Technical Institute,Electrician,Female,--
Puri,2022,fc5e260a-eaf2-45ee-ac16-4dc447c5f0aa,Bhubaneshwar ITI,Electrician,Female,2936
Rourkela,2022,3236f41d-c22c-484c-9a7f-8712c216a949,Nilachal Technical Institute,Mechanic,Female,--
Sambalpur,2019,77aa2f40-b26a-4ae2-8bb1-9467913062ca,Konark Training Institute,Data Entry,Other,167
Bhuvaneshwar,2022,bd017e57-ea28-4bde-ba2e-cb547263e1e0,Kalinga Training Institute,Electrician,Other,265
Sambhalpur,2022,d8338894-2452-460d-a830-331b7d721ae1,Utkal Training Institute,Mechanic,Female,NaN
Sambalpur,2022,450732a8-5092-4b7f-971d-4716f8dc2be1,Jagannath Skills Center,Fitter,Female,NaN
Sambalpur,2020,58697ca2-ec0d-41ff-89d9-1a56a28b2e14,Odisha ITI,Fitter,Male,545
Sambalpur,2017,af85203c-f830-4ea5-a0fe-a964aabd847f,Cuttack Skills Center,Electrician,Female,1137
Purry,2023,ece57307-8fee-4edb-bddf-56880139bb86,Bhubaneshwar Vocational College,Electrician,Other,219
Puri,2016,2340c896-6bf5-41f9-903d-51750750d866,Jagannath Vocational College,Electrician,Other,31
Purry,2018,59e5e402-fe28-45ad-8f20-d2d155c7f766,Kalinga Vocational College,Welder,Other,--
Rourkela,2023,ad349caa-09d7-45f8-9ab6-82201c24f102,Chilika Training Institute,Data Entry,Other,NaN
Rourkela,2023,a2d295db-b27b-4350-b06a-ab8f21f5b1e8,Odisha Skills Center,Mechanic,Male,--
Cuttack,2016,57ef661e-fe11-4c4f-8cc6-12f5013edeb2,Cuttack ITI,Welder,Female,2456
Cuttack,2015,f59ca4ca-2f5b-48e8-a86e-568705edca30,Cuttack Skills Center,Data Entry,Other,1561
Rurkela,2015,35b00f9f-4fc8-4ae9-981e-5c688ff4a938,Chilika Technical Institute,Mechanic,Other,--
Bhuvaneshwar,2021,1092285e-e27c-46ea-ba1b-16b957ea38ad,Jagannath Skills Center,Welder,Male,1246
Cuttack,2020,98bc6b45-76c8-43e0-a8aa-c4a523a724e7,Chilika Training Institute,Fitter,Female,273
Bhuvaneshwar,2021,afc93fac-af0c-463b-8593-49d143cb74f5,Bhubaneshwar ITI,Electrician,Female,202
Sambalpur,2021,d30987b5-3b87-43eb-af3e-6d8eac1e3050,Utkal Skills Center,Mechanic,Female,NaN
Bhuvaneshwar,2018,9ed530f7-7dd1-4830-8027-1c77394ac12b,Nilachal Skills Center,Fitter,Male,159
Bhubaneswar,2015,54a2f8bd-c228-40e7-951a-8247dbc4da67,Odisha Vocational College,Mechanic,Female,NaN
Cuttackh,2023,b8b78c4a-cc28-4fa0-9423-acc93026b66b,Utkal Training Institute,Mechanic,Male,31
Rurkela,2020,1c96c12a-19be-4adf-a7d8-8614b991f5ea,Bhubaneshwar Skills Center,Fitter,Female,--
Bhuvaneshwar,2019,5a438639-a825-410c-bd2f-24d32469980a,Konark Technical Institute,Welder,Male,--
Bhuvaneshwar,2016,fe66f861-4657-4837-8779-28c3937b94e7,Chilika Vocational College,Mechanic,Female,2521
Cuttack,2021,5ba3e762-66ae-415d-aab7-fb10de72ac23,Odisha Training Institute,Electrician,Female,93
Bhubaneswar,2015,d12e73a1-75f1-4fb8-a28a-11d12f45428a,Konark Skills Center,Electrician,Other,NaN
Bhuvaneshwar,2023,6f2337c1-8d25-48e1-a624-054343a21d52,Konark Skills Center,Mechanic,Male,NaN
Cuttack,2019,e7f6dec2-615b-4d20-acf7-0176d72a88c4,Cuttack Training Institute,Electrician,Female,--
Puri,2021,580cd898-aaf7-4d3b-8e5e-2a7e2ee4cbbd,Konark Vocational College,Welder,Female,NaN
Cuttackh,2024,8608da42-0d15-4670-b120-67d81c6b1e50,Kalinga ITI,Data Entry,Other,15
Bhuvaneshwar,2019,874db931-3933-47d4-bef3-f84e5d0cda73,Kalinga Skills Center,Mechanic,Male,--
Bhubaneswar,2020,ad49207a-b704-4f41-8dd3-6a903143ac24,Konark Skills Center,Welder,Male,1710
Cuttackh,2017,579bd424-4ae4-4ca0-993b-5528599ffaaa,Jagannath Vocational College,Fitter,Male,NaN
Rurkela,2021,a1c58ede-4271-4ada-948b-119ef45e0a21,Utkal Vocational College,Electrician,Male,2432
Cuttackh,2024,0a7d8551-fa0f-423a-ae6f-8060c1b07882,Chilika ITI,Fitter,Female,--
Cuttack,2018,e8aadb20-d2e4-4ed5-9a87-65d7cc55f077,Chilika ITI,Mechanic,Female,--
Rurkela,2021,3b6e33f7-95a8-4dc0-94b0-bab5a0350f66,Nilachal Vocational College,Data Entry,Female,126
Bhuvaneshwar,2017,7a04d8fc-1411-4760-9801-1cfb52fd641f,Nilachal Skills Center,Fitter,Male,NaN
Sambhalpur,2022,4def8b81-ec54-4ede-a6e1-6ab1aa6248e0,Bhubaneshwar Vocational College,Electrician,Male,1833
Rurkela,2019,500ac7b5-5b83-40a6-942c-0ff95811b254,Nilachal Technical Institute,Fitter,Female,1416
Bhuvaneshwar,2015,b04a908e-384c-4561-af2b-de5cc17c0907,Nilachal Skills Center,Fitter,Male,613
Rourkela,2024,ec7e91c6-0800-4a94-b2d3-5cb174295188,Utkal Technical Institute,Mechanic,Other,1165
Puri,2015,7951ec7b-22be-4d3b-aafa-1ea3c3ce7118,Bhubaneshwar Technical Institute,Fitter,Male,21
Purry,2021,1b8f2eef-d85f-48ce-8b37-8aed2fbcf484,Kalinga Skills Center,Electrician,Other,NaN
Bhubaneswar,2021,3f58ee69-3325-4a60-b4a4-01316a6d7c9d,Barabati Vocational College,Fitter,Male,1323
Purry,2020,18709d0d-62a1-42f4-800b-c861713812b7,Jagannath Technical Institute,Fitter,Other,814
Bhuvaneshwar,2022,d88a0619-23f1-427b-97eb-c00bff68728e,Bhubaneshwar Skills Center,Mechanic,Female,11
Cuttackh,2022,d498b88b-5145-4785-aaf4-fd66163d0b23,Barabati Technical Institute,Data Entry,Other,2807
Bhuvaneshwar,2020,6c556b84-f69c-411b-9fe2-a07579c2bcb5,Barabati ITI,Data Entry,Male,2502
Cuttackh,2018,de96c3f4-c332-4820-b8cf-55d4b819ad30,Chilika Technical Institute,Welder,Other,NaN
Rurkela,2020,6ce724f7-c2d4-4572-aab2-7fd9bf461cbe,Bhubaneshwar Vocational College,Fitter,Female,NaN
Rourkela,2017,2c7e254b-19fc-4491-a20a-558241e04166,Utkal Vocational College,Welder,Female,2112
Cuttack,2018,83818bda-075b-4c90-ac9f-e79bc0d57ad6,Utkal Skills Center,Electrician,Female,--
Cuttackh,2022,82dba4db-1e57-4eb0-8695-864941ee0c23,Nilachal Skills Center,Electrician,Other,NaN
Puri,2019,712bdb36-a7ae-4221-8895-d289f9c7ec6e,Nilachal Training Institute,Data Entry,Male,NaN
Rurkela,2015,96d2e428-039d-448b-a8e7-96b2646ad281,Barabati ITI,Welder,Other,113
Puri,2023,6c847a07-0f28-4fc1-aed3-252a9f16723f,Barabati Training Institute,Fitter,Other,148
Bhubaneswar,2017,9a7f7500-1576-4b3e-bbea-22db922e5cc6,Odisha Technical Institute,Fitter,Female,--
Rourkela,2017,052a5c27-3d91-46b6-ae75-f4a1d50edd86,Barabati Training Institute,Welder,Other,170
Cuttack,2018,ec4643db-3c20-47bf-9815-c81bca43f7c5,Bhubaneshwar Vocational College,Welder,Female,--
Sambhalpur,2015,f3276dbb-5605-4fb3-9903-b63f9e53d154,Chilika Vocational College,Welder,Other,NaN
Cuttack,2017,7e7b7dac-bea6-4b61-af92-54fd12e184ce,Cuttack ITI,Welder,Male,NaN
Cuttackh,2021,55e904e1-4f8e-45e6-8f2f-5a82f0e7025c,Bhubaneshwar ITI,Welder,Other,12
Sambalpur,2016,b89a3e7c-5476-4d30-b657-c7e808510276,Nilachal ITI,Data Entry,Female,24
Purry,2022,8a33cc8f-9715-43fb-924e-387a9d94601b,Nilachal Training Institute,Mechanic,Male,19
Purry,2015,2002cc5a-d225-47f3-aaed-6c602491132d,Konark ITI,Data Entry,Female,127
Rourkela,2018,b93c3567-b432-4669-ad5b-a4d9ea14c6e5,Barabati Training Institute,Mechanic,Male,114
Cuttack,2020,ad3c2179-3a41-42bc-b0d2-94b76b34b535,Barabati Skills Center,Welder,Male,2475
Rurkela,2017,2c59adbb-f298-48b0-9996-dcafcdc7bd02,Barabati Training Institute,Welder,Male,NaN
Puri,2021,47c8195c-371e-4161-82b5-f675f3c7da4a,Konark ITI,Data Entry,Male,130
Rourkela,2019,c6808f09-d3e9-41f3-baa9-b02bc819dcb4,Chilika Skills Center,Fitter,Other,1889
Rurkela,2016,87d4eb62-8e59-4494-ab75-3fd787f0a615,Cuttack Technical Institute,Welder,Male,--
Cuttack,2017,80886f1a-4efe-4e13-89d9-b6d3f50fa11b,Bhubaneshwar Skills Center,Data Entry,Female,1871
Rourkela,2021,1727d487-ef8d-474d-99a7-4d36581aa085,Utkal Technical Institute,Welder,Female,68
Bhubaneswar,2019,26fa1827-a674-4a3f-8ab0-47e0a8568d84,Cuttack Training Institute,Mechanic,Other,1905
Cuttack,2019,9b993874-5e8a-4525-a52f-152a0ea3a189,Konark Training Institute,Welder,Other,1243
Sambalpur,2015,4c3b4e46-6696-41a6-be06-d24cd0df7ce3,Cuttack Technical Institute,Fitter,Other,2912
Sambhalpur,2018,adf52580-dbe8-4d0d-8bd3-a0c55dc3b9be,Chilika Vocational College,Electrician,Male,1366
Sambhalpur,2017,c912280e-2cfa-43c4-8d8f-e74d250e83ee,Nilachal Skills Center,Electrician,Other,62
Purry,2020,3f0e9926-1b68-4dbb-bccf-d7d2b8ec0c1d,Utkal Vocational College,Electrician,Other,838
Cuttackh,2022,5c9fb42d-78ac-471d-a1ec-7a71415ebabd,Barabati Technical Institute,Mechanic,Male,1022
Sambhalpur,2024,60ebb712-710a-4cd6-9eff-7485c4613bbc,Cuttack Training Institute,Welder,Male,2919
Cuttack,2024,9c10f74d-9b3b-4f88-af4f-676177705cdc,Jagannath Training Institute,Electrician,Male,NaN
Purry,2018,54cbd831-b7e4-4698-9c36-0249105d4857,Konark Vocational College,Data Entry,Female,67
Sambhalpur,2024,bf9cd75c-0637-46dd-9729-0c024af53dfe,Barabati Training Institute,Mechanic,Male,109
Rourkela,2016,31af6411-423e-45ce-a0f3-30b449055447,Cuttack Technical Institute,Data Entry,Female,2973
Rurkela,2015,d9d09e8b-8576-4c2a-95c7-dc6ee5326380,Kalinga Vocational College,Welder,Male,NaN
Puri,2018,4c956585-a59b-4682-b3ff-e304b50e33d7,Odisha Skills Center,Electrician,Female,164
Bhubaneswar,2022,9d731175-e207-4bb6-af95-be223facdfa6,Bhubaneshwar Training Institute,Fitter,Male,1932
Rurkela,2023,cba8dd6e-ea54-49f2-b99b-29fc5f5cf4f9,Chilika Technical Institute,Welder,Female,1882
